config,case,init,instellation,ps_bar,d0,cloudir,T_global,T_min,T_max,OLR_global,ASR_global,TOA_imbalance,dT_last,n_years,state,diffadj,rot_scaling,D,dt,co2_condensing,icelineN,icelineS,iceline_lon,converged,dOLR,wall_s,rc,error
perbar_c-55,11,warm,900,0.1,3.0262,-55.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.1,-1,timeout
perbar_c-55,12,warm,1500,2.98,3.0262,-55.0,4044.074,4019.067,4089.48,354.14723173110315,367.8694477261505,13.72221599504735,36.02500000000009,830,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,11.7,0,
perbar_c-55,13,warm,1600,0.16,3.0262,-55.0,2394.879,1840.197,3239.157,347.75661811458775,392.5038060067706,44.747187892182865,135.97699999999986,137,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,1.9,0,
perbar_c-55,14,warm,900,1.44,3.0262,-55.0,225.801,200.436,264.9,187.42260028616747,188.7919345432722,1.3693342571047253,-0.054000000000002046,32,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,0.0004425048828125,0.4,0,
perbar_c-55,15,warm,600,0.43,3.0262,-55.0,177.337,133.587,244.684,120.685406911636,121.35532917732871,0.6699222656927191,-0.0730000000000075,30,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.00041961669921875,0.4,0,
perbar_c-55,16,warm,1400,10.0,3.0262,-55.0,396.693,388.937,408.102,336.18449773892996,338.6244617682886,2.4399640293586344,0.057999999999992724,46,equilibrium,True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000213623046875,1.5,0,
perbar_c-60,1,warm,500,0.7,3.0262,-60.0,158.108,131.147,198.444,99.1214316381354,99.7387023725292,0.6172707343937986,-0.036000000000001364,36,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0004730224609375,0.5,0,
perbar_c-60,2,warm,1900,7.85,3.0262,-60.0,34462.995,nan,nan,375.8525944202123,465.78998558219905,89.93739116198674,280.78399999999965,1143,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.00048828125,30.1,0,
perbar_c-60,3,warm,2400,0.21,3.0262,-60.0,21799.842,nan,nan,355.0684586220263,588.7508689562319,233.6824103342056,743.581000000002,288,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.3,0,
perbar_c-60,4,warm,1200,2.34,3.0262,-60.0,284.297,258.398,323.605,286.13029234591477,288.22517928114587,2.094886935231102,-0.08999999999997499,24,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-43.819,133.81900000000002,True,0.000213623046875,0.4,0,
perbar_c-60,5,warm,1500,0.16,3.0262,-60.0,854.627,327.067,1637.121,351.9019361269715,367.9721970352606,16.07026090828907,43.781999999999925,52,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,0.7,0,
perbar_c-60,6,warm,2100,1.83,3.0262,-60.0,39277.348,nan,nan,363.50648775933274,515.0727491167302,151.56626135739742,479.23599999999715,799,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,11.5,0,
perbar_c-60,7,warm,1600,0.55,3.0262,-60.0,3898.996,3745.203,4152.217,354.05364500719287,392.4837140326206,38.43006902542771,115.51099999999997,300,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,4.3,0,
perbar_c-60,8,warm,800,6.16,3.0262,-60.0,205.984,200.179,214.586,157.42127966567827,158.57038738490047,1.1491077192222008,-0.05099999999998772,32,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.0002288818359375,0.6,0,
perbar_c-60,9,warm,1100,0.7,3.0262,-60.0,274.239,208.836,382.691,267.4197616837072,269.4374111228537,2.01764943914651,-0.09200000000004138,24,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0001220703125,0.3,0,
perbar_c-60,10,warm,400,4.83,3.0262,-60.0,128.499,128.499,128.499,75.459,78.69538920540771,3.236389205407704,-70.852,13,CO2 condensing,True,False,16.090079582222707,1227.6562287222923,1.0,0.0,0.0,0.0,True,0.0,0.2,0,
perbar_c-60,11,warm,900,0.1,3.0262,-60.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.1,-1,timeout
perbar_c-60,12,warm,1500,2.98,3.0262,-60.0,2757.06,2730.935,2801.347,357.6004070098231,367.8694477261505,10.269040716327424,24.83699999999999,744,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,10.6,0,
perbar_c-60,13,warm,1600,0.16,3.0262,-60.0,900.488,346.304,1741.884,351.9488001166486,392.5038060067706,40.555005890122004,126.019,30,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,9.1552734375e-05,0.4,0,
perbar_c-60,14,warm,900,1.44,3.0262,-60.0,221.631,196.472,259.984,185.4194249042624,186.68934159767767,1.2699166934152686,-0.18700000000001182,26,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,0.0003662109375,0.3,0,
perbar_c-60,15,warm,600,0.43,3.0262,-60.0,172.687,128.11,240.816,120.4157387056762,121.08333435559145,0.667595649915242,-0.07999999999998408,31,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.0004730224609375,0.4,0,
perbar_c-60,16,warm,1400,10.0,3.0262,-60.0,389.233,381.504,400.607,335.42734743982766,337.86304269174354,2.435695251915888,0.08800000000002228,42,equilibrium,True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000274658203125,1.4,0,
diffadj_c-30,1,warm,500,0.7,0.07971,-30.0,186.54,181.282,194.318,99.05139882625896,99.74589882771583,0.6945000014568734,-0.08799999999999386,25,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.00043487548828125,0.4,0,
diffadj_c-30,2,warm,1900,7.85,0.07971,-30.0,22348.546,nan,nan,343.1461830127019,465.78998558219905,122.64380256949715,386.8169999999991,545,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.00048828125,89.1,0,
diffadj_c-30,3,warm,2400,0.21,0.07971,-30.0,23799.803,nan,nan,325.1460377498131,588.7508689562319,263.6048312064188,840.530999999999,279,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.5,0,
diffadj_c-30,4,warm,1200,2.34,0.07971,-30.0,307.568,302.769,314.607,286.7527298683538,288.8207360540619,2.0680061857081,-0.07300000000003593,33,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,0.000213623046875,1.8,0,
diffadj_c-30,5,warm,1500,0.16,0.07971,-30.0,2619.075,2542.885,2764.361,322.81834684030235,367.9721970352606,45.15385019495824,137.85500000000002,165,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,2.8,0,
diffadj_c-30,6,warm,2100,1.83,0.07971,-30.0,29676.494,nan,nan,332.69741317591115,515.0727491167302,182.375335940819,579.1339999999982,500,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.00042724609375,19.8,0,
diffadj_c-30,7,warm,1600,0.55,0.07971,-30.0,8468.261,8461.305,8530.029,324.9900377498131,392.4837140326206,67.49367628280748,209.66500000000087,383,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,5.8,0,
diffadj_c-30,8,warm,800,6.16,0.07971,-30.0,230.525,229.505,232.025,159.966060281908,161.1385724973503,1.1725122154423104,-0.11199999999999477,26,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,4.57763671875e-05,3.0,0,
diffadj_c-30,9,warm,1100,0.7,0.07971,-30.0,274.146,260.459,294.586,262.9448009992822,264.81337838127297,1.8685773819907467,-0.07699999999999818,22,equilibrium,True,True,13.811580272446673,1350.0,0.0,90.0,-42.818,132.81799999999998,True,0.0003662109375,0.4,0,
diffadj_c-30,10,warm,400,4.83,0.07971,-30.0,170.685,170.049,171.619,78.12530646335819,78.69538920540771,0.5700827420495216,-0.1279999999999859,28,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.00019073486328125,2.4,0,
diffadj_c-30,11,warm,900,0.1,0.07971,-30.0,248.753,194.188,343.103,214.33006892138164,215.92510782319678,1.595038901815144,-0.05500000000000682,27,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.0001983642578125,0.4,0,
diffadj_c-30,12,warm,1500,2.98,0.07971,-30.0,7686.492,7692.514,7704.403,331.7604459677068,367.8694477261505,36.109001758443696,108.61999999999989,619,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.000335693359375,37.5,0,
diffadj_c-30,13,warm,1600,0.16,0.07971,-30.0,5304.628,5230.193,5466.438,323.23956349699597,392.5038060067706,69.26424250977465,215.39199999999983,230,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.000244140625,3.8,0,
diffadj_c-30,14,warm,900,1.44,0.07971,-30.0,239.385,234.502,246.587,184.97348738821503,186.29224994092837,1.3187625527133378,-0.08500000000000796,24,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,3.0517578125e-05,0.8,0,
diffadj_c-30,15,warm,600,0.43,0.07971,-30.0,199.586,189.696,214.393,119.67933189471673,120.51216555917748,0.8328336644607504,-0.09699999999997999,24,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.0002899169921875,0.4,0,
diffadj_c-30,16,warm,1400,10.0,0.07971,-30.0,2112.533,2114.98,2118.285,329.02333954486426,343.1617460785918,14.138406533727562,38.090999999999894,364,"runaway (beyond table, T > 620 K)",True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.0003662109375,70.2,0,
diffadj_c-35,1,warm,500,0.7,0.07971,-35.0,183.112,177.841,190.906,99.04571538730252,99.74125481042779,0.6955394231252683,-0.11400000000000432,25,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.00017547607421875,0.3,0,
diffadj_c-35,2,warm,1900,7.85,0.07971,-35.0,22802.334,nan,nan,348.2707879878501,465.78998558219905,117.51919759434895,370.2000000000007,580,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.000457763671875,90.7,0,
diffadj_c-35,3,warm,2400,0.21,0.07971,-35.0,24669.275,nan,nan,330.17743396507655,588.7508689562319,258.57343499115535,824.2260000000024,295,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,4.9,0,
diffadj_c-35,4,warm,1200,2.34,0.07971,-35.0,299.468,294.704,306.467,285.60812589671986,287.6736517083119,2.0655258115920674,-0.08499999999997954,31,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,0.000213623046875,1.9,0,
diffadj_c-35,5,warm,1500,0.16,0.07971,-35.0,2125.385,2047.617,2269.091,327.6938597953072,367.9721970352606,40.27833723995337,122.06300000000033,146,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.4,0,
diffadj_c-35,6,warm,2100,1.83,0.07971,-35.0,32367.324,nan,nan,337.947765430284,515.0727491167302,177.12498368644617,562.1100000000006,562,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.000457763671875,21.1,0,
diffadj_c-35,7,warm,1600,0.55,0.07971,-35.0,7936.744,7928.193,7996.917,329.9115009162046,392.4837140326206,62.57221311641598,193.71900000000005,387,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,6.0,0,
diffadj_c-35,8,warm,800,6.16,0.07971,-35.0,226.659,225.643,228.154,159.33218240072185,160.50008295257422,1.1679005518523695,-0.12700000000000955,26,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.0001373291015625,3.1,0,
diffadj_c-35,9,warm,1100,0.7,0.07971,-35.0,271.366,257.728,291.732,262.45784214101957,264.31791672454625,1.860074583526682,-0.42200000000002547,19,equilibrium,True,True,13.811580272446673,1350.0,0.0,90.0,-25.109,115.10900000000001,True,0.00030517578125,0.3,0,
diffadj_c-35,10,warm,400,4.83,0.07971,-35.0,166.067,165.431,167.002,78.12511479316024,78.69538920540771,0.5702744122474712,-0.10200000000000387,30,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.00038909912109375,2.7,0,
diffadj_c-35,11,warm,900,0.1,0.07971,-35.0,244.603,190.72,337.56,212.9881913528711,214.55894055866347,1.5707492057923673,-0.04999999999998295,30,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.0004730224609375,0.5,0,
diffadj_c-35,12,warm,1500,2.98,0.07971,-35.0,5321.296,5326.184,5338.072,335.2642877498131,367.8694477261505,32.605159976337404,97.29800000000068,467,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.000396728515625,27.5,0,
diffadj_c-35,13,warm,1600,0.16,0.07971,-35.0,3679.415,3603.432,3839.675,328.02158652340347,392.5038060067706,64.48221948336715,199.913,167,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.5,0,
diffadj_c-35,14,warm,900,1.44,0.07971,-35.0,236.38,231.511,243.559,184.3447143259612,185.65894312233732,1.3142287963761135,-0.23699999999999477,22,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,0.0002288818359375,0.5,0,
diffadj_c-35,15,warm,600,0.43,0.07971,-35.0,196.315,186.433,211.104,119.40583377080976,120.23721731018946,0.8313835393797007,-0.12000000000000455,24,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.00049591064453125,0.3,0,
diffadj_c-35,16,warm,1400,10.0,0.07971,-35.0,543.643,547.001,550.303,325.89102489498674,342.83117825293795,16.940153357951203,45.911,43,runaway,True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.000244140625,8.5,0,
diffadj_c-40,1,warm,500,0.7,0.07971,-40.0,179.439,174.151,187.247,99.04008057841568,99.7359270661002,0.6958464876845198,-0.04400000000001114,28,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.0001373291015625,0.4,0,
diffadj_c-40,2,warm,1900,7.85,0.07971,-40.0,19415.588,nan,nan,352.27084961626684,465.78998558219905,113.51913596593221,357.2659999999996,510,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.00048828125,81.2,0,
diffadj_c-40,3,warm,2400,0.21,0.07971,-40.0,22173.747,nan,nan,335.08393396507654,588.7508689562319,253.66693499115536,808.3349999999991,270,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,4.1,0,
diffadj_c-40,4,warm,1200,2.34,0.07971,-40.0,293.697,288.958,300.663,284.81964778870264,286.8780317938715,2.0583840051688753,-0.09499999999997044,28,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,0.000213623046875,1.5,0,
diffadj_c-40,5,warm,1500,0.16,0.07971,-40.0,2180.144,2100.751,2322.225,332.7085970031292,367.9721970352606,35.263600032131365,105.80499999999984,173,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.5,0,
diffadj_c-40,6,warm,2100,1.83,0.07971,-40.0,30980.28,nan,nan,342.8211459772265,515.0727491167302,172.2516031395037,546.3199999999997,553,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.000396728515625,20.0,0,
diffadj_c-40,7,warm,1600,0.55,0.07971,-40.0,6538.965,6528.87,6597.593,334.6779955934933,392.4837140326206,57.805718439127304,178.28300000000036,343,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,5.1,0,
diffadj_c-40,8,warm,800,6.16,0.07971,-40.0,222.803,221.791,224.293,158.76836045540625,159.93273479975446,1.1643743443482037,-0.13400000000001455,26,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.0001373291015625,2.8,0,
diffadj_c-40,9,warm,1100,0.7,0.07971,-40.0,268.49,254.905,288.797,261.6093636085506,263.4668751702253,1.8575115616746984,-0.09399999999999409,22,equilibrium,True,True,13.811580272446673,1350.0,0.0,90.0,-12.008,102.008,True,0.000152587890625,0.3,0,
diffadj_c-40,10,warm,400,4.83,0.07971,-40.0,161.03,160.393,161.964,78.12563573784304,78.69538920540771,0.5697534675646665,-0.09100000000000819,32,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.0001220703125,2.6,0,
diffadj_c-40,11,warm,900,0.1,0.07971,-40.0,240.493,187.206,332.141,211.52974313607646,213.07466398179693,1.544920845720469,-0.10099999999999909,27,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.0003204345703125,0.4,0,
diffadj_c-40,12,warm,1500,2.98,0.07971,-40.0,5080.045,5083.373,5095.261,340.0749576056432,367.8694477261505,27.794490120507305,81.69200000000001,521,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.0003662109375,30.9,0,
diffadj_c-40,13,warm,1600,0.16,0.07971,-40.0,3228.994,3151.417,3387.659,332.9436380804176,392.5038060067706,59.56016792635302,183.96900000000005,157,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,2.1,0,
diffadj_c-40,14,warm,900,1.44,0.07971,-40.0,233.357,228.502,240.515,183.7460517954386,185.0548488541034,1.3087970586647941,-0.40500000000000114,21,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,0.000335693359375,0.5,0,
diffadj_c-40,15,warm,600,0.43,0.07971,-40.0,192.933,183.054,207.691,119.13345814167741,119.96153454898459,0.8280764073071794,-0.08799999999999386,25,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.0001678466796875,0.3,0,
diffadj_c-40,16,warm,1400,10.0,0.07971,-40.0,966.883,967.628,970.933,334.2761058913528,343.1617460785918,8.885640187239005,21.11200000000008,234,"runaway (beyond table, T > 620 K)",True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.00048828125,44.6,0,
diffadj_c-45,1,warm,500,0.7,0.07971,-45.0,175.544,170.236,183.374,99.03549501546064,99.73140681565721,0.6959118001965692,-0.0660000000000025,28,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.00022125244140625,0.4,0,
diffadj_c-45,2,warm,1900,7.85,0.07971,-45.0,19038.605,nan,nan,357.1486169777785,465.78998558219905,108.64136860442056,341.4549999999981,522,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.000457763671875,81.4,0,
diffadj_c-45,3,warm,2400,0.21,0.07971,-45.0,23798.218,nan,nan,340.1460377498131,588.7508689562319,248.6048312064188,791.9279999999999,296,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,4.7,0,
diffadj_c-45,4,warm,1200,2.34,0.07971,-45.0,289.337,284.623,296.278,284.2323897422667,286.29018694777744,2.057797205510724,-0.05000000000001137,27,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,6.103515625e-05,1.4,0,
diffadj_c-45,5,warm,1500,0.16,0.07971,-45.0,1861.73,1780.748,2002.22,337.6142308148986,367.9721970352606,30.357966220362016,89.91100000000006,168,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,2.4,0,
diffadj_c-45,6,warm,2100,1.83,0.07971,-45.0,26064.174,nan,nan,347.32286697777846,515.0727491167302,167.7498821389517,531.75,477,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.00042724609375,18.6,0,
diffadj_c-45,7,warm,1600,0.55,0.07971,-45.0,5897.655,5885.98,5954.704,339.5531839650765,392.4837140326206,52.930530067544055,162.48700000000008,337,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.9,0,
diffadj_c-45,8,warm,800,6.16,0.07971,-45.0,218.833,217.823,220.318,158.20983456705994,159.36919138566014,1.1593568186002017,-0.17500000000001137,26,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.0001678466796875,2.8,0,
diffadj_c-45,9,warm,1100,0.7,0.07971,-45.0,265.375,251.865,285.621,260.1656652010137,262.02520254086664,1.8595373398529205,-0.10300000000000864,23,equilibrium,True,True,13.811580272446673,1350.0,0.0,90.0,-0.541,90.541,True,0.00018310546875,0.3,0,
diffadj_c-45,10,warm,400,4.83,0.07971,-45.0,155.472,154.834,156.406,78.12780933967119,78.69538920540771,0.5675798657365192,-0.125,33,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.00040435791015625,3.4,0,
diffadj_c-45,11,warm,900,0.1,0.07971,-45.0,235.901,183.334,326.112,209.16327102886405,210.6834631374273,1.5201921085632648,-0.060000000000002274,28,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,3.0517578125e-05,0.4,0,
diffadj_c-45,12,warm,1500,2.98,0.07971,-45.0,4158.243,4160.214,4172.103,344.2630455839736,367.8694477261505,23.606402142176876,68.12100000000055,496,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.0003662109375,30.1,0,
diffadj_c-45,13,warm,1600,0.16,0.07971,-45.0,3146.55,3067.358,3303.6,337.928007696302,392.5038060067706,54.5757983104686,167.81500000000005,167,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,2.7,0,
diffadj_c-45,14,warm,900,1.44,0.07971,-45.0,230.264,225.421,237.404,183.16300392749565,184.46912129228411,1.306117364788463,-0.09000000000000341,24,equilibrium,True,True,28.412393703318866,695.22781593181,0.0,0.0,0.0,0.0,True,0.0002593994140625,0.7,0,
diffadj_c-45,15,warm,600,0.43,0.07971,-45.0,189.546,179.663,204.283,118.94164632049797,119.76545702863122,0.8238107081332515,-0.09399999999999409,25,equilibrium,True,True,8.484256453074389,1350.0,0.0,0.0,0.0,0.0,True,0.00038909912109375,0.4,0,
diffadj_c-45,16,warm,1400,10.0,0.07971,-45.0,431.726,430.662,433.945,337.2734544623759,340.54578554909745,3.272331086721522,2.6890000000000214,83,runaway,True,True,197.30828960638104,100.11280549418063,0.0,90.0,-90.0,180.0,True,0.00042724609375,16.9,0,
diffadj_c-50,1,warm,500,0.7,0.07971,-50.0,171.347,166.02,179.202,99.03201822626582,99.72977853107508,0.6977603048092647,-0.03499999999999659,31,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.0001373291015625,0.4,0,
diffadj_c-50,2,warm,1900,7.85,0.07971,-50.0,16534.97,nan,nan,361.274765430284,465.78998558219905,104.51522015191506,328.108000000002,470,"runaway (beyond table, T > 620 K)",True,True,154.8870073410091,127.53223629831928,0.0,90.0,-90.0,180.0,True,0.00048828125,72.0,0,
diffadj_c-50,3,warm,2400,0.21,0.07971,-50.0,19596.83,nan,nan,344.9752328013153,588.7508689562319,243.77563615491658,776.2920000000013,248,"runaway (beyond table, T > 620 K)",True,True,4.143474081734001,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,3.8,0,
diffadj_c-50,4,warm,1200,2.34,0.07971,-50.0,285.493,280.795,292.408,283.7301088875399,285.7797509355803,2.0496420480403685,-0.17000000000001592,23,equilibrium,True,True,46.17013976789316,427.83250211188306,0.0,90.0,-90.0,180.0,True,0.000244140625,1.2,0,
diffadj_c-50,5,warm,1500,0.16,0.07971,-50.0,1293.218,1210.688,1432.156,342.39720025637604,367.9721970352606,25.574996778884554,74.42600000000016,127,"runaway (beyond table, T > 620 K)",True,True,3.156932633702098,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,1.9,0,
diffadj_c-50,6,warm,2100,1.83,0.07971,-50.0,27211.731,nan,nan,352.44684442021236,515.0727491167302,162.6259046965178,515.1389999999992,514,"runaway (beyond table, T > 620 K)",True,True,36.107416997967725,547.064510897162,0.0,90.0,-90.0,180.0,True,0.000396728515625,18.6,0,
diffadj_c-50,7,warm,1600,0.55,0.07971,-50.0,5114.847,5101.609,5170.332,344.38156790350274,392.4837140326206,48.10214612911784,146.84599999999955,320,"runaway (beyond table, T > 620 K)",True,True,10.851955928350959,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,4.7,0,
diffadj_c-50,8,warm,800,6.16,0.07971,-50.0,214.721,213.713,216.203,157.8702362838983,159.0271773646947,1.1569410807964005,-0.1910000000000025,26,equilibrium,True,True,121.54190639753078,162.52078813990354,0.0,0.0,0.0,0.0,True,0.000152587890625,2.8,0,
diffadj_c-50,9,warm,1100,0.7,0.07971,-50.0,261.559,248.187,281.709,257.15963675964446,259.02989962790787,1.87026286826341,-0.04800000000000182,27,equilibrium,True,True,13.811580272446673,1350.0,0.0,0.0,0.0,0.0,True,0.000244140625,0.4,0,
diffadj_c-50,10,warm,400,4.83,0.07971,-50.0,149.24,148.602,150.175,78.1271787463792,78.69538920540771,0.5682104590285064,-0.08899999999999864,37,equilibrium,True,True,95.29990387988208,207.27288922190598,0.0,0.0,0.0,0.0,True,0.000396728515625,3.0,0,
diffadj_c-50,11,warm,900,0.1,0.07971,-50.0,232.497,180.102,321.837,208.68872850657957,210.1820905747127,1.4933620681331377,-0.1279999999999859,25,equilibrium,True,True,1.9730828960638105,1350.0,0.0,0.0,0.0,0.0,True,0.0002899169921875,0.3,0,
diffadj_c-50,12,warm,1500,2.98,0.07971,-50.0,3507.45,3508.023,3519.912,348.57421635600826,367.8694477261505,19.295231370142233,54.14399999999978,506,"runaway (beyond table, T > 620 K)",True,True,58.797870302701575,335.9490117254382,0.0,90.0,-90.0,180.0,True,0.000335693359375,29.8,0,
