config,case,init,instellation,ps_bar,d0,cloudir,T_global,T_min,T_max,OLR_global,ASR_global,TOA_imbalance,dT_last,n_years,state,diffadj,rot_scaling,D,dt,co2_condensing,icelineN,icelineS,iceline_lon,converged,dOLR,wall_s,rc,error
constant_c-60,7,warm,1600,0.55,3.33,-60.0,3897.623,3818.193,4042.144,354.0535384015024,392.4837140326206,38.430175631118175,115.51099999999997,302,"runaway (beyond table, T > 620 K)",False,False,3.33,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,4.3,0,
constant_c-60,8,warm,800,6.16,3.33,-60.0,209.349,178.903,256.853,161.50955573874194,162.64977201565682,1.1402162769148845,-0.06499999999999773,30,equilibrium,False,False,3.33,1350.0,0.0,0.0,0.0,0.0,True,0.000335693359375,0.4,0,
constant_c-60,9,warm,1100,0.7,3.33,-60.0,265.675,217.963,342.211,265.04288782128566,266.9767293177613,1.9338414964756225,-0.23699999999996635,22,equilibrium,False,False,3.33,1350.0,0.0,0.0,0.0,0.0,True,0.00048828125,0.3,0,
constant_c-60,10,warm,400,4.83,3.33,-60.0,128.499,128.499,128.499,75.459,78.69538920540771,3.236389205407704,-142.472,9,CO2 condensing,False,False,3.33,1350.0,1.0,0.0,0.0,0.0,True,0.0,0.1,0,
constant_c-60,11,warm,900,0.1,3.33,-60.0,215.275,183.226,265.459,184.65374559094906,185.92257449747447,1.268828906525414,-0.23399999999998045,24,equilibrium,False,False,3.33,1350.0,0.0,0.0,0.0,0.0,True,0.0003509521484375,0.3,0,
constant_c-60,12,warm,1500,2.98,3.33,-60.0,2968.412,2885.538,3095.418,357.89682179861757,367.8694477261505,9.972625927532931,23.86999999999989,825,"runaway (beyond table, T > 620 K)",False,False,3.33,1350.0,0.0,90.0,-90.0,180.0,True,0.000396728515625,11.5,0,
constant_c-60,13,warm,1600,0.16,3.33,-60.0,2422.269,2343.256,2567.219,352.7714776252818,392.5038060067706,39.7323283814888,119.71699999999964,174,"runaway (beyond table, T > 620 K)",False,False,3.33,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,2.4,0,
constant_c-60,14,warm,900,1.44,3.33,-60.0,229.463,193.092,287.706,200.19349938072565,201.6653107954826,1.4718114147569565,-0.056000000000011596,28,equilibrium,False,False,3.33,1350.0,0.0,0.0,0.0,0.0,True,0.000244140625,0.4,0,
constant_c-60,15,warm,600,0.43,3.33,-60.0,177.441,154.567,211.995,119.20507210650835,119.98161355898293,0.7765414524745751,-0.09000000000000341,28,equilibrium,False,False,3.33,1350.0,0.0,0.0,0.0,0.0,True,0.0002593994140625,0.4,0,
constant_c-60,16,warm,1400,10.0,3.33,-60.0,427.44,352.144,540.763,339.3552678922028,341.8970740457742,2.5418061535714287,0.07299999999997908,78,equilibrium,False,False,3.33,1350.0,0.0,90.0,-90.0,180.0,True,0.00018310546875,1.1,0,
perbar_c-30,1,warm,500,0.7,3.0262,-30.0,185.424,160.57,223.824,99.88504132630345,100.51328730328471,0.6282459769812618,-0.11299999999999955,26,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0002899169921875,0.3,0,
perbar_c-30,2,warm,1900,7.85,3.0262,-30.0,50713.617,nan,nan,348.29082898992834,465.78998558219905,117.49915659227071,370.0919999999969,1297,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.000457763671875,33.9,0,
perbar_c-30,3,warm,2400,0.21,3.0262,-30.0,21040.408,nan,nan,325.0377113428017,588.7508689562319,263.7131576134302,840.8909999999996,246,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,3.7,0,
perbar_c-30,4,warm,1200,2.34,3.0262,-30.0,313.948,286.547,354.773,289.7690394264157,291.8712255682776,2.102186141861921,0.08199999999999363,30,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-90.0,180.0,True,0.000213623046875,0.5,0,
perbar_c-30,5,warm,1500,0.16,3.0262,-30.0,2330.219,1811.271,3122.787,322.7409473425531,367.9721970352606,45.23124969270748,138.11599999999999,132,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,1.9,0,
perbar_c-30,6,warm,2100,1.83,3.0262,-30.0,47427.652,nan,nan,334.0532087598848,515.0727491167302,181.01954035684537,574.6630000000005,808,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,11.8,0,
perbar_c-30,7,warm,1600,0.55,3.0262,-30.0,7638.855,7494.511,7901.541,324.8655180132009,392.4837140326206,67.61819601941966,210.0759999999991,343,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.9,0,
perbar_c-30,8,warm,800,6.16,3.0262,-30.0,231.08,225.204,239.808,160.92796171544026,162.1009607518648,1.1729990364245282,-0.053999999999973625,28,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.000213623046875,0.5,0,
perbar_c-30,9,warm,1100,0.7,3.0262,-30.0,301.452,231.067,417.039,268.82285159786994,270.9272783230006,2.104426725130679,0.08600000000001273,26,equilibrium,True,False,2.3318955916264783,1350.0,0.0,90.0,-18.212,108.212,True,0.000213623046875,0.4,0,
perbar_c-30,10,warm,400,4.83,3.0262,-30.0,170.627,166.984,176.025,78.1311485843801,78.69538920540771,0.5642406210276079,-0.08899999999999864,29,equilibrium,True,False,16.090079582222707,1227.6562287222923,0.0,0.0,0.0,0.0,True,0.0002899169921875,0.4,0,
perbar_c-30,11,warm,900,0.1,3.0262,-30.0,376.458,135.773,900.267,219.14252943840452,220.99970998570586,1.8571805473013399,0.07200000000000273,71,equilibrium,True,False,0.3331279416609255,1350.0,0.0,90.0,-3.753,93.753,True,0.000274658203125,0.9,0,
perbar_c-30,12,warm,1500,2.98,3.0262,-30.0,12564.957,nan,nan,333.7716889230941,367.8694477261505,34.09775880305642,102.03600000000006,1084,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,15.4,0,
perbar_c-30,13,warm,1600,0.16,3.0262,-30.0,4552.213,4005.429,5404.541,323.1460419006239,392.5038060067706,69.3577641061467,215.70299999999952,189,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,2.6,0,
perbar_c-30,14,warm,900,1.44,3.0262,-30.0,252.01,224.123,295.503,209.166712922398,210.66460315753997,1.4978902351419663,-0.07600000000002183,24,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,6.103515625e-05,0.3,0,
perbar_c-30,15,warm,600,0.43,3.0262,-30.0,197.324,156.693,261.988,122.36710508429762,123.05311785301184,0.686012768714221,-0.09899999999998954,27,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.00041961669921875,0.4,0,
perbar_c-30,16,warm,1400,10.0,3.0262,-30.0,3199.969,3194.98,3214.555,331.5724749045064,343.1617460785918,11.589271174085411,29.733000000000175,690,"runaway (beyond table, T > 620 K)",True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000457763671875,21.5,0,
perbar_c-35,1,warm,500,0.7,3.0262,-35.0,181.446,156.347,220.051,99.69172156194742,100.31959655939139,0.6278749974439677,-0.049000000000006594,29,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.00046539306640625,0.4,0,
perbar_c-35,2,warm,1900,7.85,3.0262,-35.0,46403.833,nan,nan,352.7287575961235,465.78998558219905,113.06122798607555,355.7149999999965,1232,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.00048828125,31.7,0,
perbar_c-35,3,warm,2400,0.21,3.0262,-35.0,21800.522,nan,nan,330.06878793266105,588.7508689562319,258.68208102357084,824.5859999999993,260,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,3.8,0,
perbar_c-35,4,warm,1200,2.34,3.0262,-35.0,307.745,280.612,348.35,289.1261827769555,291.231300335885,2.1051175589295212,0.055999999999983174,26,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-90.0,180.0,True,0.00018310546875,0.4,0,
perbar_c-35,5,warm,1500,0.16,3.0262,-35.0,869.058,350.594,1658.78,326.9287533815979,367.9721970352606,41.04344365366268,127.96100000000001,29,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,0.4,0,
perbar_c-35,6,warm,2100,1.83,3.0262,-35.0,44463.163,nan,nan,338.8660745834216,515.0727491167302,176.20667453330856,559.073000000004,778,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,11.2,0,
perbar_c-35,7,warm,1600,0.55,3.0262,-35.0,6978.871,6832.943,7239.971,329.75644753560067,392.4837140326206,62.72726649701991,194.23000000000047,337,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,4.8,0,
perbar_c-35,8,warm,800,6.16,3.0262,-35.0,227.197,221.343,235.891,160.18551308970123,161.3524781088763,1.1669650191750804,-0.13399999999998613,26,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.0002899169921875,0.5,0,
perbar_c-35,9,warm,1100,0.7,3.0262,-35.0,296.6,227.235,410.931,268.71723266245544,270.81238459397764,2.095151931522196,0.07400000000001228,25,equilibrium,True,False,2.3318955916264783,1350.0,0.0,90.0,-14.151,104.151,True,0.00018310546875,0.4,0,
perbar_c-35,10,warm,400,4.83,3.0262,-35.0,166.006,162.353,171.418,78.12967462116006,78.69538920540771,0.5657145842476439,-0.03700000000000614,33,equilibrium,True,False,16.090079582222707,1227.6562287222923,0.0,0.0,0.0,0.0,True,0.000152587890625,0.5,0,
perbar_c-35,11,warm,900,0.1,3.0262,-35.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.1,-1,timeout
perbar_c-35,12,warm,1500,2.98,3.0262,-35.0,10231.386,nan,nan,337.92851614462165,367.8694477261505,29.940931581528844,88.57300000000032,999,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,14.2,0,
perbar_c-35,13,warm,1600,0.16,3.0262,-35.0,3800.314,3251.962,4651.04,328.03726361551355,392.5038060067706,64.46654239125706,199.86099999999988,166,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.3,0,
perbar_c-35,14,warm,900,1.44,3.0262,-35.0,247.424,219.925,290.576,205.8325514418656,207.33465901566643,1.5021075738008278,-0.0660000000000025,26,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,7.62939453125e-05,0.4,0,
perbar_c-35,15,warm,600,0.43,3.0262,-35.0,193.668,152.537,258.718,121.99845756466974,122.68028270925704,0.6818251445873074,-0.08199999999999363,27,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.00014495849609375,0.3,0,
perbar_c-35,16,warm,1400,10.0,3.0262,-35.0,541.335,538.1,557.658,325.87228075140007,342.8520202348549,16.979739483454807,45.93700000000001,42,runaway,True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000457763671875,1.4,0,
perbar_c-40,1,warm,500,0.7,3.0262,-40.0,177.316,151.927,216.163,99.54107426364351,100.16589477389672,0.6248205102532154,-0.09799999999998477,28,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0003662109375,0.4,0,
perbar_c-40,2,warm,1900,7.85,3.0262,-40.0,44165.508,nan,nan,357.4162000095197,465.78998558219905,108.37378557267937,340.52500000000146,1222,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.00048828125,31.9,0,
perbar_c-40,3,warm,2400,0.21,3.0262,-40.0,19604.976,nan,nan,334.9755598048269,588.7508689562319,253.775309151405,808.6949999999997,238,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,3.5,0,
perbar_c-40,4,warm,1200,2.34,3.0262,-40.0,302.266,275.404,342.634,288.4992499564127,290.60503540816256,2.1057854517498527,-0.06099999999997863,20,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-90.0,180.0,True,0.00018310546875,0.3,0,
perbar_c-40,5,warm,1500,0.16,3.0262,-40.0,861.83,341.577,1650.069,331.9108687246924,367.9721970352606,36.06132831056817,111.346,31,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,0.4,0,
perbar_c-40,6,warm,2100,1.83,3.0262,-40.0,49244.758,nan,nan,344.16208774029343,515.0727491167302,170.91066137643674,541.9049999999988,889,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,12.7,0,
perbar_c-40,7,warm,1600,0.55,3.0262,-40.0,6053.29,5905.799,6312.824,334.58468033691594,392.4837140326206,57.899033695704645,178.59000000000015,315,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,4.4,0,
perbar_c-40,8,warm,800,6.16,3.0262,-40.0,223.253,217.417,231.915,159.490424572124,160.6527812983143,1.1623567261902963,-0.06800000000001205,28,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,7.62939453125e-05,0.5,0,
perbar_c-40,9,warm,1100,0.7,3.0262,-40.0,291.985,223.526,405.103,268.56294694568726,270.64626062611296,2.0833136804257038,0.06299999999998818,23,equilibrium,True,False,2.3318955916264783,1350.0,0.0,90.0,-10.818,100.818,True,0.000213623046875,0.3,0,
perbar_c-40,10,warm,400,4.83,3.0262,-40.0,160.965,157.301,166.39,78.12939459424064,78.69538920540771,0.5659946111670706,-0.03700000000000614,35,equilibrium,True,False,16.090079582222707,1227.6562287222923,0.0,0.0,0.0,0.0,True,0.0003509521484375,0.5,0,
perbar_c-40,11,warm,900,0.1,3.0262,-40.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.1,-1,timeout
perbar_c-40,12,warm,1500,2.98,3.0262,-40.0,8884.241,8863.056,8933.471,342.3501255262766,367.8694477261505,25.519322199873898,74.2440000000006,1012,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,14.5,0,
perbar_c-40,13,warm,1600,0.16,3.0262,-40.0,3894.55,3344.571,4743.654,333.05188499979874,392.5038060067706,59.45192100697187,183.60800000000017,185,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000274658203125,2.5,0,
perbar_c-40,14,warm,900,1.44,3.0262,-40.0,243.653,216.35,286.568,203.96722429912407,205.467621203982,1.5003969048579222,-0.08400000000000318,27,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,0.000335693359375,0.4,0,
perbar_c-40,15,warm,600,0.43,3.0262,-40.0,189.878,148.182,255.39,121.64497815220368,122.32366704101878,0.6786888888151026,-0.04100000000002524,29,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.00031280517578125,0.4,0,
perbar_c-40,16,warm,1400,10.0,3.0262,-40.0,1504.546,1497.817,1517.391,336.9457569267753,343.1617460785918,6.21598915181653,12.304000000000087,571,"runaway (beyond table, T > 620 K)",True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000396728515625,17.2,0,
perbar_c-45,1,warm,500,0.7,3.0262,-45.0,172.921,147.214,212.041,99.38190547810774,100.00608554051355,0.6241800624058129,-0.0660000000000025,30,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0003662109375,0.4,0,
perbar_c-45,2,warm,1900,7.85,3.0262,-45.0,44493.955,nan,nan,362.4627877498131,465.78998558219905,103.32719783238593,324.1660000000047,1290,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.00048828125,32.9,0,
perbar_c-45,3,warm,2400,0.21,3.0262,-45.0,23818.387,nan,nan,340.1464638180808,588.7508689562319,248.6044051381511,791.9259999999995,296,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,4.2,0,
perbar_c-45,4,warm,1200,2.34,3.0262,-45.0,297.325,270.73,337.44,287.8859930463719,289.99376147633706,2.1077684299651764,-0.06900000000001683,24,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-90.0,180.0,True,0.00018310546875,0.4,0,
perbar_c-45,5,warm,1500,0.16,3.0262,-45.0,859.512,337.374,1646.372,336.9051617454583,367.9721970352606,31.067035289802277,94.21699999999998,34,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.000274658203125,0.5,0,
perbar_c-45,6,warm,2100,1.83,3.0262,-45.0,43512.703,nan,nan,348.80321520176665,515.0727491167302,166.26953391496352,526.8729999999996,807,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,11.6,0,
perbar_c-45,7,warm,1600,0.55,3.0262,-45.0,5458.485,5309.416,5716.438,339.4597645228988,392.4837140326206,53.023949509721774,162.79599999999937,309,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,4.4,0,
perbar_c-45,8,warm,800,6.16,3.0262,-45.0,219.176,213.353,227.815,158.87652364560466,160.0343673654228,1.1578437198181462,-0.05500000000000682,29,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.000213623046875,0.5,0,
perbar_c-45,9,warm,1100,0.7,3.0262,-45.0,287.372,219.803,399.27,268.3812407422694,270.45902108314345,2.0777803408740283,-6.44399999999996,7,runaway,True,False,2.3318955916264783,1350.0,0.0,90.0,-7.393,97.393,True,0.0001220703125,0.1,0,
perbar_c-45,10,warm,400,4.83,3.0262,-45.0,155.402,151.725,160.84,78.12938789441408,78.69538920540771,0.5660013109936273,-0.04100000000002524,37,equilibrium,True,False,16.090079582222707,1227.6562287222923,0.0,0.0,0.0,0.0,True,0.00016021728515625,0.5,0,
perbar_c-45,11,warm,900,0.1,3.0262,-45.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.0,-1,timeout
perbar_c-45,12,warm,1500,2.98,3.0262,-45.0,7337.979,7315.427,7385.842,346.56860352022125,367.8694477261505,21.300844205929252,60.57499999999982,994,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,14.0,0,
perbar_c-45,13,warm,1600,0.16,3.0262,-45.0,3090.677,2539.148,3938.18,337.91207059938654,392.5038060067706,54.59173540738408,167.86900000000014,154,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.00042724609375,2.1,0,
perbar_c-45,14,warm,900,1.44,3.0262,-45.0,238.575,211.738,280.954,199.79437285874167,201.30142890669103,1.5070560479493622,-0.07600000000002183,29,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,0.000396728515625,0.4,0,
perbar_c-45,15,warm,600,0.43,3.0262,-45.0,185.899,143.585,251.941,121.30389611436557,121.97859781350843,0.674701699142858,-0.08600000000001273,28,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,0.00045013427734375,0.4,0,
perbar_c-45,16,warm,1400,10.0,3.0262,-45.0,440.863,433.33,452.804,337.4782090817719,341.0729087999735,3.594699718201582,3.625,89,runaway,True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.0003662109375,2.9,0,
perbar_c-50,1,warm,500,0.7,3.0262,-50.0,168.264,142.198,207.677,99.23810032439198,99.85916550385679,0.6210651794648072,-0.04999999999998295,32,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.0004119873046875,0.4,0,
perbar_c-50,2,warm,1900,7.85,3.0262,-50.0,39791.73,nan,nan,366.7578245834216,465.78998558219905,99.03216099877744,310.25300000000425,1202,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.000457763671875,31.0,0,
perbar_c-50,3,warm,2400,0.21,3.0262,-50.0,18920.333,nan,nan,344.9441425871028,588.7508689562319,243.80672636912908,776.3950000000004,239,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,3.6,0,
perbar_c-50,4,warm,1200,2.34,3.0262,-50.0,292.736,266.391,332.587,287.286057291835,289.39278868818246,2.1067313963474703,-0.08500000000003638,24,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-90.0,180.0,True,0.000213623046875,0.4,0,
perbar_c-50,5,warm,1500,0.16,3.0262,-50.0,1448.78,923.544,2234.87,342.44388265514544,367.9721970352606,25.528314380115148,74.27199999999993,117,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,1.6,0,
perbar_c-50,6,warm,2100,1.83,3.0262,-50.0,42585.638,nan,nan,353.74090381138694,515.0727491167302,161.33184530534322,510.875,814,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,11.8,0,
perbar_c-50,7,warm,1600,0.55,3.0262,-50.0,539.617,390.265,796.726,341.31705271015767,392.48370875640853,51.166656046250864,174.40899999999993,13,runaway,True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,0.2,0,
perbar_c-50,8,warm,800,6.16,3.0262,-50.0,215.025,209.215,223.642,158.3256789795752,159.47921312582758,1.1535341462523832,-0.09499999999999886,28,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.0002593994140625,0.5,0,
perbar_c-50,9,warm,1100,0.7,3.0262,-50.0,283.034,216.209,393.777,268.1809452279386,270.2325812383947,2.051636010456093,-0.08899999999999864,21,equilibrium,True,False,2.3318955916264783,1350.0,0.0,90.0,-4.272,94.272,True,0.00018310546875,0.3,0,
perbar_c-50,10,warm,400,4.83,3.0262,-50.0,149.17,145.48,154.622,78.13065573857037,78.69538920540771,0.5647334668373389,-0.0700000000000216,38,equilibrium,True,False,16.090079582222707,1227.6562287222923,0.0,0.0,0.0,0.0,True,0.0003509521484375,0.7,0,
perbar_c-50,11,warm,900,0.1,3.0262,-50.0,nan,,,,,,nan,4866,runaway (out of range),True,False,0.3331279416609255,1350.0,0.47058823529411764,,,,False,,7200.0,-1,timeout
perbar_c-50,12,warm,1500,2.98,3.0262,-50.0,5398.828,5375.061,5445.475,350.3193296416176,367.8694477261505,17.55011808453287,48.42900000000009,877,"runaway (beyond table, T > 620 K)",True,False,9.927212661495583,1350.0,0.0,90.0,-90.0,180.0,True,0.000457763671875,12.5,0,
perbar_c-50,13,warm,1600,0.16,3.0262,-50.0,3251.784,2698.619,4097.664,342.94261299374335,392.5038060067706,49.561193013027264,151.56100000000015,180,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.00030517578125,2.4,0,
perbar_c-50,14,warm,900,1.44,3.0262,-50.0,232.641,206.459,273.919,194.21660816392662,195.72078923327607,1.5041810693494426,-0.043000000000006366,34,equilibrium,True,False,4.797042359917326,1350.0,0.0,0.0,0.0,0.0,True,0.00030517578125,0.4,0,
perbar_c-50,15,warm,600,0.43,3.0262,-50.0,181.736,138.741,248.38,120.98749914890512,121.66033701751036,0.6728378686052423,-0.03700000000000614,31,equilibrium,True,False,1.43245014914198,1350.0,0.0,0.0,0.0,0.0,True,5.340576171875e-05,0.4,0,
perbar_c-50,16,warm,1400,10.0,3.0262,-50.0,405.876,398.074,417.343,336.93470693019964,339.3871312857341,2.452424355534447,0.08799999999996544,53,equilibrium,True,False,33.31279416609255,592.9579584728674,0.0,90.0,-90.0,180.0,True,0.000274658203125,1.7,0,
perbar_c-55,1,warm,500,0.7,3.0262,-55.0,163.349,136.866,203.148,99.15043806080574,99.76655895855588,0.616120897750136,-0.07600000000002183,32,equilibrium,True,False,2.3318955916264783,1350.0,0.0,0.0,0.0,0.0,True,0.00028228759765625,0.4,0,
perbar_c-55,2,warm,1900,7.85,3.0262,-55.0,37125.239,nan,nan,371.320765430284,465.78998558219905,94.46922015191507,295.46800000000076,1174,"runaway (beyond table, T > 620 K)",True,False,26.15054342038265,755.3604566533344,0.0,90.0,-90.0,180.0,True,0.00048828125,30.2,0,
perbar_c-55,3,warm,2400,0.21,3.0262,-55.0,18917.837,nan,nan,349.94394753560067,588.7508689562319,238.80692142063123,760.1949999999997,244,"runaway (beyond table, T > 620 K)",True,False,0.6995686774879434,1350.0,0.0,90.0,-90.0,180.0,True,0.00048828125,3.6,0,
perbar_c-55,4,warm,1200,2.34,3.0262,-55.0,288.412,262.3,327.99,286.69941647601837,288.8006497680951,2.1012332920767562,-0.13500000000004775,23,equilibrium,True,False,7.795193834865656,1350.0,0.0,90.0,-68.344,158.344,True,0.0003662109375,0.3,0,
perbar_c-55,5,warm,1500,0.16,3.0262,-55.0,864.902,339.097,1648.97,346.9075493921618,367.9721970352606,21.064647643098795,60.041000000000054,45,"runaway (beyond table, T > 620 K)",True,False,0.5330047066574809,1350.0,0.0,90.0,-90.0,180.0,True,0.0,0.6,0,
perbar_c-55,6,warm,2100,1.83,3.0262,-55.0,39706.179,nan,nan,358.5380087503651,515.0727491167302,156.53474036636504,495.3359999999957,782,"runaway (beyond table, T > 620 K)",True,False,6.0962413323949365,1350.0,0.0,90.0,-90.0,180.0,True,0.0003662109375,11.2,0,
perbar_c-55,7,warm,1600,0.55,3.0262,-55.0,4984.007,4831.735,5238.756,349.3496116638865,392.4837140326206,43.13410236873409,130.7439999999997,347,"runaway (beyond table, T > 620 K)",True,False,1.8322036791350902,1350.0,0.0,90.0,-90.0,180.0,True,0.000335693359375,4.9,0,
perbar_c-55,8,warm,800,6.16,3.0262,-55.0,210.656,204.847,219.263,157.89269698062856,159.042774078969,1.1500770983404323,-0.04399999999998272,31,equilibrium,True,False,20.520681206313014,962.5940884299794,0.0,0.0,0.0,0.0,True,0.0001983642578125,0.5,0,
perbar_c-55,9,warm,1100,0.7,3.0262,-55.0,278.633,212.542,388.211,267.93659219830454,269.97169152769436,2.0350993293898227,-0.07100000000002638,24,equilibrium,True,False,2.3318955916264783,1350.0,0.0,90.0,-1.542,91.542,True,0.000213623046875,0.3,0,
perbar_c-55,10,warm,400,4.83,3.0262,-55.0,128.499,128.499,128.499,70.459,78.69538920540771,8.236389205407704,-24.575999999999993,19,CO2 condensing,True,False,16.090079582222707,1227.6562287222923,1.0,0.0,0.0,0.0,True,0.0,0.3,0,
